yourlistU	UPA	Organisms	UniProtKB	First seen	Last seen	Length
XP_027036954.1	UPI000F557A23	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	572
XP_020627834.1	UPI0009E4203C	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	292
XP_015764692.1	UPI00077A4C5D	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	566
XP_020629197.1	UPI0009E23EAE	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	507
XP_022791729.1	UPI000C042FC9	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	433
XP_020619365.1	UPI0009E4696A	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	296
XP_020613679.1	UPI0009E43B83	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	389
XP_027055390.1	UPI000F553EA5	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	291
XP_015778907.1	UPI00077AFFD3	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	364
XP_022802685.1	UPI000C00E685	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4RK03; 	2017-10-24	2021-09-29	180
XP_027046474.1	UPI000F3C7788	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6TRD1; 	2018-11-13	2021-09-29	115
XP_020602431.1	UPI0009E2DB1F	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	732
XP_020626019.1	UPI0009E29BDE	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	992
XP_020630197.1	UPI0009E3BEDA	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	181
XP_015752641.1	UPI00077ACE3E	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	1051
XP_015777443.1	UPI00077AC62D	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	242
XP_020612201.1	UPI0009E60DA3	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	327
XP_020601139.1	UPI0009E5C397	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	600
XP_020629467.1	UPI0009E62C33	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1370
XP_020624004.1	UPI0009E28728	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	501
XP_015752897.1	UPI00077AB753	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	577
XP_022802440.1	UPI000C0552CD	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	382
XP_027045746.1	UPI000F5509F2	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	4633
XP_020614773.1	UPI0009E5C54F	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	339
XP_020613094.1	UPI0009E26626	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	235
XP_022788843.1	UPI000C042D75	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	575
XP_020630189.1	UPI0009E41E42	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	359
XP_020632565.1	UPI0009E45EDC	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	612
XP_022798471.1	UPI000C051A75	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	293
XP_015753873.1	UPI00077AC3E1	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	403
XP_015750531.1	UPI000779F2F7	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	559
XP_029186961.1	UPI0010FCA46A	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	413
XP_022780243.1	UPI000C057B31	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	282
XP_020607679.1	UPI0009E4F9AC	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	334
XP_020618200.1	UPI0009E3C61C	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	352
XP_020609665.1	UPI0009E20AF2	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	426
XP_020600778.1	UPI0009E4C04F	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1236
XP_015752340.1	UPI00077A2CFA	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	285
XP_020615519.1	UPI0009E6218C	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1088
XP_020605922.1	UPI0009E1EAA9	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1281
XP_020602360.1	UPI0009E4EE8D	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	730
XP_022787238.1	UPI000C00C2EA	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4SCN0; 	2017-10-24	2021-09-29	216
XP_032220721.1	UPI0013901CFC	Nematostella vectensis (Starlet sea anemone)		2020-02-09	2021-07-12	1025
XP_020600739.1	UPI0009E2906D	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	714
XP_020607674.1	UPI0009E2A499	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	230
XP_022806833.1	UPI000C0468C7	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	535
XP_015758584.1	UPI00077AD2A4	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	198
XP_015779465.1	UPI00077B2448	Acropora digitifera (Staghorn coral); Acropora millepora (Staghorn coral) (Heteropora millepora)		2016-03-15	2021-07-12	147
XP_027036075.1	UPI000F3D6BFC	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6V6H6; 	2018-11-13	2021-09-29	350
XP_020612593.1	UPI0009E2416A	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	632
XP_020608120.1	UPI0009E4900B	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	2007
XP_015779259.1	UPI00077A5D5A	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	557
XP_015765753.1	UPI00077AA94F	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	217
XP_020625116.1	UPI0009E59528	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	843
XP_020602183.1	UPI0009E604F6	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	522
XP_027057830.1	UPI000F3C5462	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6UU93; 	2018-11-13	2021-09-29	1006
XP_015780741.1	UPI00077B233B	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	424
XP_020630710.1	UPI0009E2E94F	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	330
XP_023239925.1	UPI000C6C8D74	Centruroides sculpturatus (Arizona bark scorpion)		2017-12-23	2021-07-12	1659
XP_029182247.1	UPI0010FC688D	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	303
XP_020612083.1	UPI0009E41C85	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	395
XP_020600854.1	UPI0009E31A41	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	301
XP_020625913.1	UPI0009E5C251	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	116
XP_027056871.1	UPI000F558040	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	701
XP_020620206.1	UPI0009E48D93	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	725
XP_020608906.1	UPI0009E41F7F	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	435
XP_020628481.1	UPI0009E3579E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	333
XP_022789320.1	UPI000C04EE1F	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	464
XP_027046582.1	UPI000F552945	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	847
XP_022785424.1	UPI000C050C3E	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	331
XP_022787593.1	UPI000C01ACC9	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4SG39; 	2017-10-24	2021-09-29	476
XP_020626272.1	UPI0009E4D23D	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	734
XP_020631280.1	UPI0009E55291	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	702
XP_022792391.1	UPI000C03D6B4	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	182
XP_022808172.1	UPI000C01E09C	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4RCQ1; 	2017-10-24	2021-09-29	325
XP_030291513.1	UPI0011C19EB6	Sparus aurata (Gilthead sea bream)		2019-09-09	2021-07-12	164
XP_022805102.1	UPI000C0149B2	Stylophora pistillata (Smooth cauliflower coral); Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A2B4RJ47; 	2017-10-24	2021-09-29	181
XP_022777778.1	UPI000C043DA9	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	1118
XP_020614421.1	UPI0009E2D731	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1178
XP_020602802.1	UPI0009E403E6	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	460
XP_027046564.1	UPI000F5543CC	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	245
XP_022801010.1	UPI000C0056D5	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4RRM3; 	2017-10-24	2021-09-29	1028
XP_020613366.1	UPI0009E2F661	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	256
XP_020630817.1	UPI0009E446D7	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	705
XP_022788508.1	UPI000C01BF66	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4SCP7; 	2017-10-24	2021-09-29	562
XP_022779715.1	UPI000C04E07F	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	211
XP_015760046.1	UPI00077B2577	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	963
XP_020620636.1	UPI0009E644CE	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	216
XP_022801224.1	UPI000C04B25A	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	423
XP_028405236.1	UPI00106D3823	Dendronephthya gigantea (Coral)		2019-03-30	2021-07-12	215
XP_020611436.1	UPI0009E37C0A	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	310
XP_027060579.1	UPI000F558708	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	578
XP_015780449.1	UPI00077AA208	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	294
XP_022793222.1	UPI000C012471	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4S5G5; 	2017-10-24	2021-09-29	1039
XP_020631386.1	UPI0009E3231C	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	576
XP_020632631.1	UPI0009E36BC4	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	307
XP_015777645.1	UPI00077A1D0B	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	145
XP_020603876.1	UPI0009E271B8	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	371
XP_020606310.1	UPI0009E32105	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	497
XP_020605069.1	UPI0009E52A9B	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	625
XP_015773619.1	UPI00077A4EA9	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	192
XP_020624532.1	UPI0009E3597A	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	338
XP_020616372.1	UPI0009E3FCC4	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	538
XP_027036017.1	UPI000F5573E8	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	3725
XP_017489285.1	UPI00081138BA	Rhagoletis zephyria (Snowberry fruit fly)		2016-07-29	2021-07-12	185
XP_029211178.1	UPI0010FCD84B	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	1284
XP_027043850.1	UPI000F54DF88	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	736
XP_015777729.1	UPI00077A0179	Acropora digitifera (Staghorn coral); Acropora millepora (Staghorn coral) (Heteropora millepora)		2016-03-15	2021-07-12	162
XP_020899958.1	UPI000A2A9A60	Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)		2017-05-13	2021-07-12	181
XP_020910037.1	UPI000A2A918B	Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)		2017-05-13	2021-07-12	447
XP_020618470.1	UPI0009E55CF0	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	223
XP_027039712.1	UPI000F40B646	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6U6V7; 	2018-11-13	2021-09-29	133
XP_022788367.1	UPI000C04AA4E	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	494
XP_015756206.1	UPI00077AFE58	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	242
XP_020611512.1	UPI0009E58294	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1664
XP_027036745.1	UPI000F3B70F3	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6UEG4; 	2018-11-13	2021-09-29	264
XP_022796983.1	UPI000C0530A9	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	1074
XP_020610052.1	UPI0009E32F4F	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	165
XP_027055647.1	UPI000F55884C	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	469
XP_015767710.1	UPI00077A7E10	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	315
XP_015769293.1	UPI00077A4D9F	Acropora digitifera (Staghorn coral); Acropora millepora (Staghorn coral) (Heteropora millepora)		2016-03-15	2021-07-12	126
XP_020602147.1	UPI0009E5B08A	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	183
XP_015755490.1	UPI00077A3E4D	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	440
XP_020622152.1	UPI0009E32530	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1444
XP_020618304.1	UPI0009E38D5A	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	750
XP_020601786.1	UPI0009E3E292	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	537
XP_020601026.1	UPI0009E25992	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	823
XP_022784901.1	UPI000C0119DC	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4SKH4; 	2017-10-24	2021-09-29	299
XP_020616625.1	UPI0009E484EA	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	336
XP_020618308.1	UPI0009E31A1E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	240
XP_020603757.1	UPI0009E306E9	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	428
XP_027049377.1	UPI000F3F2202	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6TJN2; 	2018-11-13	2021-09-29	486
XP_020605303.1	UPI0009E458E3	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	488
XP_027056297.1	UPI000F554DD3	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	462
XP_027060114.1	UPI000F552AD9	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	256
XP_020627624.1	UPI0009E4A51D	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	847
XP_022790414.1	UPI000C04298F	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	1564
XP_020618139.1	UPI0009E3372D	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	312
XP_020616159.1	UPI0009E28EE7	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	336
XP_027049678.1	UPI000F54CF39	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	369
XP_022781213.1	UPI000C03C959	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	146
XP_029193133.1	UPI0010FCC543	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	185
XP_015778924.1	UPI00077AE47C	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	283
XP_022808616.1	UPI000C0430C0	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	262
XP_028518458.1	UPI00109BE24D	Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)		2019-04-18	2021-07-12	751
XP_015768697.1	UPI00077A114E	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	487
XP_022109168.1	UPI000B91256B	Acanthaster planci (Crown-of-thorns starfish)		2017-08-09	2021-07-12	707
XP_027055282.1	UPI000F40B2D9	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6T5L6; 	2018-11-13	2021-09-29	875
XP_020623589.1	UPI0009E4CD5A	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	345
XP_020623641.1	UPI0009E3F7B1	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1252
XP_027054936.1	UPI000F40D8E0	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6T6B2; 	2018-11-13	2021-09-29	673
XP_020610399.1	UPI0009E1A014	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	612
XP_022804213.1	UPI000C0196E1	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4RKS8; 	2017-10-24	2021-09-29	942
XP_020609473.1	UPI0009E21FA7	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	416
XP_020608243.1	UPI0009E419D4	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	462
XP_020609595.1	UPI0009E4160A	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	353
XP_022805338.1	UPI000C044E9A	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	160
XP_022786338.1	UPI000C01E120	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4SGJ4; 	2017-10-24	2021-09-29	374
XP_020602222.1	UPI0009E4E683	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	684
XP_020631259.1	UPI0009E224D8	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	420
XP_020610102.1	UPI0009E46BF3	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	454
XP_020620150.1	UPI0009E59961	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	414
XP_027039965.1	UPI000F55209D	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	322
XP_022783603.1	UPI000C0496A7	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	2757
XP_032220172.1	UPI0013902855	Nematostella vectensis (Starlet sea anemone)		2020-02-09	2021-07-12	294
XP_020605651.1	UPI0009E1B5F3	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	386
XP_022789827.1	UPI000C0546EA	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	595
XP_020621770.1	UPI0009E54751	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	390
XP_020609989.1	UPI0009E63AD7	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	353
XP_027043101.1	UPI000F550D26	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	752
XP_029197995.1	UPI0010FC95A9	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	250
XP_020614183.1	UPI0009E55C81	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	576
XP_020610074.1	UPI0009E22B05	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	641
XP_020605008.1	UPI0009E3CBF4	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	951
XP_015780875.1	UPI00077B0A22	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	235
XP_020631664.1	UPI0009E62AC8	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	852
XP_020607627.1	UPI0009E59AA9	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	232
XP_027039772.1	UPI000F5540A8	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	864
XP_022809525.1	UPI000C04DD02	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	239
XP_020605882.1	UPI0009E1CB98	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	269
XP_015759049.1	UPI00077AE0DE	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	2065
XP_022801832.1	UPI000C04BA8F	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	172
XP_020617901.1	UPI0009E57BC9	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	658
XP_020604764.1	UPI0009E509FD	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	184
XP_020612302.1	UPI0009E23AE8	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1586
XP_020612249.1	UPI0009E35BED	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	569
XP_027045543.1	UPI000F3CD1CB	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6TTK8; 	2018-11-13	2021-09-29	200
XP_027047607.1	UPI000F5509DE	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	1903
XP_020632804.1	UPI0009E1A349	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	317
XP_022324938.1	UPI000BAFCD83	Crassostrea virginica (Eastern oyster)		2017-09-15	2021-07-12	960
XP_015778511.1	UPI00077A5D0A	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	375
XP_020603286.1	UPI0009E364B7	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	743
XP_020602658.1	UPI0009E3F149	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	357
XP_020613641.1	UPI0009E1C63D	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	556
XP_020620074.1	UPI0009E4ED26	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	252
XP_020608418.1	UPI0009E42D9C	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	713
XP_020626996.1	UPI0009E45385	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	277
XP_027058142.1	UPI000F557A6B	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	464
XP_020607341.1	UPI0009E1E5A9	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	229
XP_015776787.1	UPI00077A16D5	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	915
XP_020612350.1	UPI0009E537A5	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	896
XP_020610051.1	UPI0009E39E8B	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	254
XP_020623539.1	UPI0009E1E5F8	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	325
XP_015769298.1	UPI00077AFB84	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	304
XP_020613649.1	UPI0009E1DE54	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	106
XP_015751181.1	UPI00077A21F2	Acropora digitifera (Staghorn coral); Acropora millepora (Staghorn coral) (Heteropora millepora)		2016-03-15	2021-07-12	101
XP_020631769.1	UPI0009E50DAE	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	329
XP_027055867.1	UPI000F41A27F	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6UZ33; 	2018-11-13	2021-09-29	936
XP_020622471.1	UPI0009E2308E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	447
XP_029204604.1	UPI0010FC9415	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	139
XP_031697990.1	UPI0012EE7A4D	Anarrhichthys ocellatus (wolf-eel)		2019-12-17	2021-07-12	107
XP_032239521.1	UPI00138FA981	Nematostella vectensis (Starlet sea anemone)		2020-02-09	2021-07-12	312
XP_032231233.1	UPI00138FD286	Nematostella vectensis (Starlet sea anemone)		2020-02-09	2021-07-12	2179
XP_020600834.1	UPI0009E32F6C	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	245
XP_027046672.1	UPI000F551914	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	235
XP_020621823.1	UPI0009E59D67	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	574
